digits,n_prefix,p_min,p_min_digits,attempts,sieve_elim_pct,time_ms
100,56523030185218787050,1019,4,40,99.3,1.813
100,69472327816303630361,193,3,33,99.0,1.414
100,38749090503450585036,2011,4,37,99.1,1.573
100,53212763258743818929,2339,4,54,99.1,1.691
100,58521476765634343214,239,3,61,97.7,2.944
100,21698127490901674945,6917,4,88,99.3,2.537
100,46923296767834561812,13,2,6,0.0,0.166
100,57472323634981054927,2423,4,60,99.0,1.554
100,84749416781014123434,587,3,76,98.2,1.595
100,57658925056383698749,211,3,51,98.6,1.400
100,88141490127656925234,41,2,13,0.0,0.232
100,43214149252741438925,283,3,23,98.8,1.319
100,30783634545430187672,367,3,49,98.3,1.424
100,49678587492581418789,3253,4,63,99.0,1.685
100,16721472583490185494,503,3,23,99.2,1.449
100,21252503410343492165,3,1,2,0.0,0.198
100,20963836147438125492,467,3,48,98.0,1.797
100,95450369034725272967,277,3,23,98.9,1.484
100,86727410325636561630,563,3,43,99.0,7.810
100,93074345874549476565,1297,4,53,98.3,4.609
100,64327870309894901658,3761,4,59,99.1,4.285
100,69890327892505270301,599,3,70,98.8,3.968
100,72721254167616921432,181,3,49,98.5,2.809
100,95052507254105690907,373,3,71,98.8,2.962
100,36761078549070723054,367,3,46,99.1,3.001
100,13436585634967292143,97,2,22,98.4,1.440
100,26501476789258587492,1571,4,65,98.9,1.860
100,83296587650923298521,31,2,11,0.0,0.407
100,68167272907638185214,227,3,42,99.0,1.960
100,61416181410783470169,53,2,16,0.0,0.354
100,78949630105072165258,383,3,22,99.2,1.774
100,21612181274929634363,797,3,58,99.1,6.245
100,40747650169834785890,41,2,13,0.0,0.290
100,87836907674903614303,113,3,22,98.1,1.381
100,78301216105014101832,5,1,3,0.0,0.196
100,83630143450543814521,139,3,23,98.2,2.464
100,48165050987650503896,1021,4,76,98.4,3.980
100,65070929058961052725,263,3,96,97.0,5.576
100,62587812367612767474,1753,4,57,99.1,1.681
100,33054785898327276325,271,3,23,99.2,1.235
100,28525816107696503290,541,3,52,98.9,1.511
100,61498701476521478747,269,3,38,98.9,1.809
100,88587414545498303234,61,2,18,0.0,0.291
100,45096903616349216389,1237,4,58,99.0,1.656
100,90521636305634149214,127,3,22,98.7,1.227
100,45658781494985452921,113,3,41,98.2,1.612
100,74583874909478307276,1249,4,51,99.3,5.105
100,47874743818787810123,137,3,22,99.0,1.642
100,82703236703616325834,227,3,22,99.1,1.514
100,37272129410129216965,2039,4,84,98.0,6.609
100,16949892529850949878,1721,4,45,99.1,5.915
100,95294565078729254709,1229,4,59,99.1,4.142
100,28389498383414981290,809,3,55,99.1,2.044
100,29274763038967894985,347,3,41,99.0,1.690
100,16961252527252929216,227,3,55,99.0,3.803
100,53872987056567812323,419,3,54,98.5,4.988
100,34365438709234909834,971,3,51,99.0,1.845
100,63694725278909056923,137,3,23,99.0,1.256
100,18909098165874529254,821,3,73,98.6,3.813
100,53650545050527892929,727,3,60,98.1,1.437
100,18129294369038545612,1117,4,92,98.1,1.324
100,13694505438185836921,1901,4,58,99.1,1.252
100,86961252305832167870,79,2,22,98.3,1.127
100,25212785678341036525,1999,4,58,99.1,1.341
100,10121698147056149092,3511,4,53,99.2,1.217
100,67432945050709214541,523,3,63,99.0,1.358
100,16781298561014125436,127,3,23,99.0,1.024
100,21254501250127210981,307,3,61,99.0,2.262
100,76341814381498363238,229,3,23,98.0,1.140
100,99210983652187012185,1021,4,51,99.3,1.157
100,48589438501830769874,683,3,91,98.2,1.638
100,29670529878187056567,1097,4,59,99.1,1.529
100,12949030385674905632,563,3,69,98.4,1.675
100,31276103430567670927,3947,4,69,98.8,1.523
100,84327816585812545430,401,3,23,99.0,1.128
100,79018561854981038949,601,3,54,99.2,1.275
100,22747878161210363232,593,3,102,98.0,1.714
100,57258123296963870527,757,3,69,98.8,1.365
100,82563876505236389814,131,3,22,98.9,1.054
100,99074787210961012985,3313,4,50,99.3,1.299
100,72123432389236967838,373,3,74,98.3,1.514
100,87632745278541890363,107,3,23,98.2,1.123
100,24185896505078387876,431,3,65,98.9,1.359
100,39838169892163892507,263,3,86,97.9,1.670
100,42585410983472929074,47,2,15,0.0,0.291
100,47632161296345256563,2557,4,58,99.1,1.966
100,76963430181490507452,311,3,58,99.1,1.976
100,99258547016181670381,233,3,55,98.0,1.855
100,40189838161638521612,547,3,51,99.3,1.741
100,23870727618129612145,131,3,22,98.4,1.120
100,50545232787496985432,7,1,4,0.0,0.182
100,33272589650563092923,67,2,19,0.0,0.277
100,58301496381894785874,1531,4,67,98.9,1.372
100,63658723894965858585,1951,4,61,99.0,2.069
100,80563256565470569456,31,2,11,0.0,0.259
100,71672989656709658349,941,3,75,98.7,1.461
100,82389874387674349858,59,2,17,0.0,0.290
100,59694741258103052727,761,3,48,99.1,1.330
100,74303012149030787092,7,1,4,0.0,0.148
100,69658387290503216585,233,3,81,98.1,1.694
100,76349092929092969250,113,3,23,98.2,1.268
100,41232361658505070123,271,3,94,97.8,1.855
100,40381098169678107870,521,3,92,98.1,1.763
100,63056569036341818361,541,3,59,99.1,1.379
100,14123492949818129678,1811,4,61,99.0,1.457
100,67616581690547656781,1103,4,79,98.5,1.589
100,68147018161858523070,1301,4,75,98.7,1.382
100,31214145216129296361,1447,4,99,97.8,1.562
100,96967270783452149630,173,3,67,98.4,1.622
100,37032389212589074183,647,3,85,98.1,1.705
100,58161456189818961032,739,3,62,98.9,1.569
100,33210741250543030761,227,3,84,97.5,1.690
100,92927410147076125450,277,3,56,99.1,1.459
100,91650967070981678129,239,3,58,99.1,1.431
100,26925494165658183050,241,3,22,99.1,1.250
100,47216529074985690567,439,3,61,99.0,1.440
100,14925056365836761692,1543,4,54,99.2,1.433
100,11030541250127056763,233,3,22,99.2,1.078
100,90147292923438963258,193,3,23,98.6,1.388
100,71230529690785076901,79,2,22,98.8,1.176
100,78587238307818921698,47,2,15,0.0,0.221
100,13654367690585874383,397,3,30,97.3,6.927
100,58943612509090721058,1523,4,54,98.9,2.668
100,17876703258583810167,1223,4,59,99.1,2.193
100,94389874967896187494,4027,4,75,98.7,2.179
100,65872123610141858763,157,3,65,98.1,2.210
100,14183810387212569098,499,3,52,99.0,2.049
100,11254367876327412945,239,3,42,98.2,2.174
100,84505092183074709810,47,2,15,0.0,0.307
100,77656769078323650325,269,3,41,99.0,1.542
100,18145676503250941490,5,1,3,0.0,0.160
100,47030147412701432905,167,3,22,98.3,1.300
100,64769892109094769050,1877,4,60,99.0,1.557
100,91830745058789058127,11,2,5,0.0,0.188
100,12365052949094529876,463,3,54,98.9,3.181
100,49854549614347238767,2689,4,96,97.9,7.385
100,50741470367230385874,1237,4,64,98.4,1.488
100,75658741050329476785,271,3,58,97.7,1.620
100,88927616525034567258,1153,4,56,99.1,1.295
100,31290127432529634123,1327,4,58,99.1,1.298
100,94907018563636365014,877,3,48,99.3,1.141
100,13492143290901610121,1759,4,68,98.9,1.506
100,70941036927632781410,223,3,23,98.3,1.058
100,31890541070505612989,311,3,56,99.1,1.324
100,80967454741632127252,5,1,3,0.0,0.184
100,95492763458565814561,359,3,85,98.4,1.572
100,40185890501410327212,2251,4,89,98.3,1.591
100,79456109650103418107,787,3,80,98.4,1.509
100,80961836987034123632,443,3,62,99.0,1.293
100,93492143636743054505,139,3,22,97.1,1.128
100,66101818125898923432,2221,4,75,98.2,1.549
100,91098561496103494541,199,3,68,97.8,1.515
100,28905612185234963450,659,3,54,99.2,1.340
100,39012301052503238949,131,3,60,99.0,1.412
100,20969290723272525874,271,3,56,98.7,1.467
100,47632343296369814167,1201,4,54,99.2,1.431
100,10943898927694945638,11,2,5,0.0,0.177
100,13030383830141296909,503,3,66,98.9,1.292
100,46303414141298507414,503,3,59,99.0,1.679
100,15038503012581454365,5,1,3,0.0,0.183
100,18367474563812167038,6949,4,112,99.3,2.670
100,41416923418387496321,2239,4,53,99.2,1.387
100,14703690989836987836,109,3,23,99.0,1.190
100,83034561438987432929,2999,4,83,98.5,1.578
100,48505272969858743218,547,3,88,97.6,1.956
100,77430545210723298389,139,3,22,99.1,1.196
100,78341096723618949696,317,3,64,98.3,1.479
100,39654923418363656749,79,2,22,97.6,1.368
100,68965858387672989076,197,3,68,98.2,1.728
100,25252725676501472367,137,3,76,98.4,1.688
100,40987074725676569016,67,2,19,0.0,0.200
100,87858703890523296121,419,3,71,98.7,1.466
100,34185894783676121610,137,3,59,98.1,1.592
100,27430325676145678707,1097,4,58,99.1,1.459
100,46365414947032985256,769,3,74,98.6,1.459
100,49292185272921634749,1091,4,69,98.8,1.586
100,94385490983414949492,1453,4,59,99.1,1.320
100,21096347236189614321,317,3,46,99.0,1.299
100,94523472345450789452,359,3,70,97.6,1.540
100,69270321252347634105,643,3,76,98.5,1.561
100,84541470169414347690,821,3,60,99.0,1.484
100,77270185476549636545,619,3,85,98.1,1.545
100,48107296749478983270,1657,4,57,99.1,1.523
100,91614345858585254121,67,2,19,0.0,0.226
100,90321294309230523014,727,3,47,99.4,1.600
100,87472743496567418565,1051,4,58,99.1,1.649
100,90921676561456567610,3271,4,56,99.1,1.218
100,53212769278123656925,19,2,8,0.0,0.189
100,40967636321616369276,563,3,62,99.0,1.696
100,79690767670721832949,139,3,23,98.9,1.116
100,64981010509898787816,59,2,17,0.0,0.304
100,15896523032521492169,379,3,54,99.2,1.383
100,92509810925672501070,677,3,80,97.8,1.840
100,75652583612369652707,883,3,99,97.7,1.613
100,46941876909894705250,173,3,22,99.1,1.209
100,53030543890149412343,1609,4,63,99.0,1.619
100,46749850303650901458,191,3,25,98.4,1.299
100,23030921834545814761,719,3,38,99.1,2.218
100,18541470763690389478,5,1,3,0.0,0.215
100,97098145238743852181,263,3,55,99.2,11.979
100,70727856503694969492,359,3,42,99.1,4.902
100,91672369436329898961,367,3,34,97.4,1.987
100,86705852941890103470,739,3,82,98.0,2.059
100,19634187036985650585,109,3,22,98.2,1.179
100,76389630389676567496,241,3,57,97.6,1.790
100,33050569852385638305,53,2,16,0.0,0.256
100,76181896945296149854,37,2,12,0.0,0.162
100,87052925070741892143,5431,4,100,99.3,2.174
100,62547892165270365830,31,2,11,0.0,0.324
100,49078501632767030305,271,3,23,99.1,1.229
100,30541474901032903218,991,3,61,99.0,2.875
100,59632901296743670965,43,2,14,0.0,0.329
100,38961852329018981032,2003,4,58,99.1,1.714
100,13270549610705416967,439,3,69,98.4,1.772
100,34949412165490345234,523,3,62,99.0,1.403
100,29474585098743054161,73,2,21,0.0,0.267
100,52581836547052727874,439,3,63,99.0,1.289
100,79038703238567472367,37,2,12,0.0,0.170
100,20587410909250729212,829,3,62,99.0,1.264
100,37638341430125472383,2269,4,56,99.1,1.215
100,98321038905876587690,1063,4,55,99.2,1.216
100,57030367294165294765,1103,4,54,99.2,1.264
100,28901236101070561612,4057,4,58,99.1,1.260
100,57054105616785254781,641,3,47,99.1,1.416
100,16309874329098125270,251,3,71,98.2,1.444
100,75678567074161432725,29,2,10,0.0,0.210
100,16907238987438381216,853,3,57,99.1,1.452
100,17614743632145470323,11,2,5,0.0,0.192
100,72343612147832709216,1181,4,55,99.2,1.406
100,87812105650785816327,467,3,67,98.9,1.396
100,58549852741872343250,1511,4,48,99.3,1.283
100,89236789234787012123,2251,4,65,98.8,1.362
100,48349830325014587612,359,3,60,98.9,1.499
100,63018701056907292387,1789,4,61,99.0,1.474
100,16781090941292949036,733,3,61,99.0,1.419
100,89050763452383258365,1231,4,74,98.7,1.396
100,46985812727454365436,277,3,69,98.0,1.531
100,81418903292507058727,2699,4,54,99.2,1.864
100,50783092329412981636,181,3,22,99.1,1.548
100,37018781254523852385,1031,4,62,99.0,1.889
100,10347810705674583298,103,3,23,99.2,1.255
100,77690563076567030983,6421,4,123,99.2,2.311
100,72721858145036701896,163,3,22,98.9,1.328
100,55818505838981418725,1949,4,51,99.3,1.636
100,58749072101010149234,283,3,23,99.1,1.064
100,83894743672523456989,71,2,20,0.0,0.249
100,42369456907294389256,7,1,4,0.0,0.196
100,21414789214125458707,223,3,69,97.4,1.572
100,24303652729052929090,1607,4,94,98.2,1.848
100,87294309294363894325,149,3,23,99.0,1.313
100,14347058329478325892,67,2,19,0.0,0.372
100,11298745290709076189,173,3,23,97.9,1.281
100,66121036105816101612,113,3,22,98.2,1.038
100,59656981618525830985,769,3,60,99.0,1.419
100,50521458345078327856,11,2,5,0.0,0.211
100,17670569418549014185,419,3,66,98.3,1.773
100,12901054347010381634,31,2,11,0.0,0.232
100,21452367898121474347,1721,4,64,99.0,1.435
100,90323650763410145298,1399,4,67,98.9,1.400
100,83816529050521038525,997,3,49,99.3,1.330
100,92767636501036301618,3469,4,52,99.2,1.249
100,51054705036561032901,97,2,22,98.5,1.071
100,34345094305630381618,617,3,61,99.0,1.474
100,35896529232365090547,263,3,80,98.1,2.011
100,60567438505870527858,173,3,56,97.3,1.646
100,43034127098145232967,337,3,80,97.9,1.614
100,38905450961612587414,641,3,73,98.5,1.802
100,65498301810365430367,11,2,5,0.0,0.178
100,58309012767076369856,409,3,90,98.0,1.659
100,47290327078701636987,239,3,64,99.0,1.585
100,82121410549836769490,173,3,53,99.0,1.486
100,71078365274125258169,467,3,61,99.0,1.459
100,38545898941294781670,367,3,68,98.9,1.464
100,87014761652907478345,43,2,14,0.0,0.261
100,62303856385856387490,1153,4,56,98.9,8.876
100,99838927418705856943,971,3,39,99.2,2.407
100,56387852729870525092,907,3,44,98.9,6.309
100,19096945878141292945,1151,4,49,99.0,2.516
100,70185276909018341898,173,3,55,98.0,2.404
100,47070581896301632927,1453,4,56,99.1,5.846
100,60305454365010925814,919,3,55,99.2,4.201
100,13274545292147498529,47,2,15,0.0,0.342
100,32145654947210123238,3989,4,62,99.0,1.926
100,21234329272129874545,251,3,23,99.1,1.269
100,18509450983012301056,1709,4,69,98.3,1.330
100,35492727072961278789,563,3,107,97.9,1.589
100,64969052141272741618,193,3,76,97.7,1.621
100,11434569290505656943,11,2,5,0.0,0.233
100,22781652969492361054,163,3,23,98.1,1.058
100,79032789258189050341,461,3,53,99.2,1.359
100,70327478383232305016,991,3,48,99.3,1.346
100,93412125230329074147,919,3,63,98.3,1.468
100,94967074547274705692,389,3,23,99.3,1.219
100,71014361090361010781,1523,4,58,99.1,1.232
100,84701254743276767414,7,1,4,0.0,0.263
100,55634763436367072569,857,3,66,98.9,1.333
100,22743438367256367476,191,3,22,99.0,1.040
100,43634709030187030185,797,3,83,98.2,1.705
100,76707834567858387814,1187,4,66,98.9,1.613
100,53278961658189278305,1217,4,64,99.0,1.431
100,98301832929674365698,443,3,54,99.2,1.931
100,99014701238123030301,1091,4,59,99.1,1.522
100,74987430945498523616,1009,4,72,98.8,1.431
100,15216961276783434343,283,3,61,98.9,2.415
100,42361490383090949454,2417,4,51,99.3,1.483
100,61832549612503270329,313,3,59,98.7,2.812
100,54101250303294963830,509,3,69,98.7,1.703
100,11438787874527854301,1873,4,58,99.1,1.679
100,44521432707618389656,433,3,85,98.1,1.818
100,11652767870503896507,1301,4,60,99.0,1.382
100,98767636701670185852,109,3,22,98.8,1.069
100,93418545050961036965,107,3,22,98.8,1.191
100,32107636545236509616,1283,4,83,98.5,1.610
100,27494725096345270789,31,2,11,0.0,0.193
100,22309450505256145850,1031,4,96,97.9,1.807
100,19658387610761096507,61,2,18,0.0,0.210
100,22549616101436729838,1091,4,62,98.2,1.777
100,73230145250343890989,163,3,23,99.1,1.094
100,56149430345456509058,251,3,65,98.2,1.562
100,11634307678783814109,1889,4,97,98.1,1.917
100,80103036989454527494,1163,4,57,99.1,1.434
100,35454127030341650783,2971,4,58,99.1,1.379
100,28181418525010783296,2789,4,134,97.1,1.748
100,27476581074767830789,239,3,71,98.8,1.479
100,64947852585090521634,1499,4,59,99.1,1.644
100,15034905658141078743,631,3,49,99.1,1.557
100,56783230107058561418,431,3,80,98.1,1.737
100,65490745894501438743,73,2,21,0.0,0.326
100,24383216563838341630,1123,4,56,99.1,1.505
100,49236321410723076761,23,2,9,0.0,0.233
100,34907234587694145056,29,2,10,0.0,0.191
100,75236745054361298901,23,2,9,0.0,0.201
100,14969478529852549254,47,2,15,0.0,0.200
100,91050123098347494761,967,3,54,99.2,1.423
100,82385072327632521694,223,3,54,97.5,1.576
100,75858501694183654725,919,3,83,97.9,1.668
100,98503652783250789072,439,3,96,97.3,1.697
100,63454725454509858905,137,3,72,98.0,1.776
100,96501676761474583234,739,3,48,99.1,1.359
100,13472503812965456529,2357,4,66,98.9,1.464
100,90521692743450303832,373,3,62,97.5,1.833
100,15872907254301252341,2129,4,52,99.2,1.601
100,18705810989078183670,593,3,68,98.7,1.566
100,81412147418783874169,2411,4,46,98.9,7.859
100,98507692965236509074,1237,4,59,99.1,2.294
100,31490909634369096127,193,3,69,97.9,4.216
100,50529078705038763410,2087,4,60,99.0,3.086
100,13618741654743690303,101,3,22,99.2,1.334
100,42341232905056747410,337,3,45,99.2,1.529
100,55058325694345256387,443,3,77,98.1,6.808
100,30389070907878545278,233,3,22,98.9,1.187
100,47434745492729076385,1847,4,72,98.5,5.740
100,54749692767034745810,653,3,71,98.5,1.520
100,99254189292529438345,11,2,5,0.0,0.151
100,90303296701694507416,41,2,13,0.0,0.256
100,93410347658525232541,73,2,21,0.0,0.265
100,54369898327658763054,541,3,71,98.4,1.560
100,81892109018729012345,883,3,68,98.9,1.728
100,50101658563472141678,1123,4,86,97.7,1.668
100,15452127056505050167,349,3,73,98.6,1.326
100,68341412549092543076,1213,4,85,98.1,1.393
100,59030303696541232341,229,3,22,98.8,1.033
100,66341894589630543212,727,3,55,99.2,1.392
100,99070149218161298387,1637,4,60,99.0,1.445
100,70961410789210329638,2213,4,68,98.9,1.462
100,97838565470983892165,641,3,94,98.2,1.675
100,20343218585672903632,2381,4,54,99.2,1.323
100,49476929498143476583,397,3,73,98.7,1.389
100,94949618703272981430,151,3,72,97.8,1.492
100,39098125816925454921,277,3,66,97.9,1.795
100,96709850769616103490,449,3,44,99.1,1.254
100,59218785830945298103,409,3,60,99.0,1.409
100,10503432129090185810,311,3,23,99.2,1.142
100,17634561034965412509,1997,4,58,99.1,1.687
100,90529456505258365456,701,3,53,99.2,1.488
100,37478901072983090945,241,3,22,99.0,1.091
100,48785454109616301812,181,3,23,98.4,1.190
100,29630901012725890721,409,3,52,98.7,1.525
100,14161032303292765874,6619,4,103,99.4,2.050
100,63234165892541256947,283,3,67,97.8,2.011
100,50389894783054329458,547,3,85,98.2,1.723
100,99270563278747852569,61,2,18,0.0,0.238
100,28365892585638723236,1213,4,60,99.0,1.530
100,83294949632527830589,1861,4,54,99.2,1.375
100,92167458329832781636,1327,4,60,99.0,1.500
100,83054721450723250321,617,3,46,99.4,1.538
100,96349494987676529298,151,3,22,99.0,1.208
100,11892587676541418103,1013,4,56,99.1,1.664
100,50927278103210387434,853,3,86,98.3,2.081
100,17070507676989814907,1453,4,91,98.3,1.624
100,68787032703698965876,37,2,12,0.0,0.185
100,91036529038109416341,2017,4,45,99.4,1.439
100,38123458543416967076,13,2,6,0.0,0.159
100,37092747054585036987,1117,4,49,99.3,1.341
100,78741254581474983050,283,3,126,97.4,2.156
100,53832503850321496305,419,3,52,99.2,2.263
100,28969474149456381430,857,3,68,98.9,1.735
100,29050589472789874369,5441,4,119,99.3,1.853
100,24361478303676947070,281,3,66,98.9,1.498
100,67430109898303638321,811,3,74,98.6,1.397
100,18323898107494305418,307,3,66,98.9,1.432
100,91414905630585450325,73,2,21,0.0,0.583
100,16125236567490925216,499,3,61,99.0,1.903
100,41036769092507676583,509,3,74,98.4,1.998
100,82381676343636725290,757,3,76,97.4,1.626
100,87698523232509078325,1223,4,84,98.5,2.091
100,52721898545414949852,313,3,57,99.1,1.613
100,93618387458383674525,151,3,23,98.2,1.236
100,70743438321658181072,193,3,65,98.9,1.570
100,13450905434143230129,61,2,18,0.0,0.345
100,96743012907832547252,353,3,73,97.9,14.597
100,69670167636109090727,101,3,22,99.4,1.696
100,90705478945290127630,541,3,59,98.0,5.275
100,63614341474987458345,263,3,90,98.1,6.673
100,46369870749630927018,2251,4,60,98.9,3.220
100,49610161678109034309,61,2,18,0.0,0.341
100,10761012189414107638,53,2,16,0.0,0.326
100,17810945610105670361,223,3,23,97.5,1.296
100,50301652365630567096,631,3,71,98.3,8.471
100,63298387876523670705,509,3,64,99.0,1.436
100,44303094709058301692,47,2,15,0.0,0.201
100,13496925058145610505,47,2,15,0.0,0.160
100,14129010963034167018,7577,4,104,99.3,1.656
100,55418703436987290589,641,3,91,98.3,1.466
100,42541476329494127054,37,2,12,0.0,0.267
100,65610909816723692309,101,3,22,99.1,0.994
100,30725872765696123870,277,3,85,97.9,1.557
100,89814703014945056525,227,3,23,99.2,1.030
100,74527030589696903636,257,3,78,98.0,1.818
100,37470309494507236165,317,3,60,99.0,1.392
100,52101038345610707638,2273,4,72,98.8,1.425
100,67070123690941676105,3947,4,61,99.0,1.614
100,64721838903098163238,269,3,70,98.1,1.440
100,13256747294787838145,37,2,12,0.0,0.191
100,94983616123250381212,739,3,54,99.2,1.290
100,67098109616189414525,151,3,23,97.3,1.267
100,22389650543630949630,2381,4,53,99.2,1.365
100,47474969812541298345,541,3,90,98.2,1.504
100,42189698109294141018,1489,4,65,98.8,1.469
100,97216301890509036585,89,2,22,98.0,1.153
100,70143854565498929638,653,3,54,99.2,1.850
100,31472147678905072709,89,2,22,99.1,1.006
100,48169854545612301858,11,2,5,0.0,0.166
100,35074765430329870349,53,2,16,0.0,0.238
100,14589090169632189092,103,3,22,98.5,1.121
100,15058189454105692527,349,3,55,98.2,1.682
100,60309034389474363234,509,3,63,99.0,1.618
100,79834503236949036309,1291,4,51,99.3,1.328
100,34145272529850187698,1013,4,90,97.9,1.585
100,41494541256181074765,389,3,55,99.2,1.310
100,10921816523014523892,643,3,59,99.1,1.338
100,65010345014701254167,2689,4,57,99.1,1.605
100,70789452921854365094,29,2,10,0.0,0.216
100,59856101090361658765,1069,4,62,99.0,1.671
100,56789276121856305430,367,3,88,98.0,1.687
100,27634981498389674327,457,3,93,97.7,1.677
100,60985256781438789894,787,3,41,99.0,1.378
100,73472185052945432141,211,3,23,97.3,1.327
100,18981090329214721218,43,2,14,0.0,0.247
100,33274549054749838125,1471,4,67,98.9,1.558
100,92541270949034103658,1091,4,54,99.2,1.398
100,51834563676387436183,5,1,3,0.0,0.155
100,16787038161414101290,911,3,96,97.9,1.862
100,35090901476727610909,331,3,50,99.2,1.366
100,66169872169416105210,587,3,83,97.9,1.440
100,33038305632143874545,643,3,53,99.2,1.336
100,32387898783030527412,733,3,63,99.0,1.614
100,67212103074729496549,1069,4,53,99.2,1.220
100,82129434725892941236,431,3,69,98.0,1.600
100,79818585472725278785,241,3,69,98.4,1.706
100,74149638509252149414,6359,4,117,99.3,1.815
100,13470323454589670145,199,3,22,98.9,1.070
100,78345858767698303496,701,3,55,99.2,1.584
100,77850581252903016147,2851,4,61,99.0,1.569
100,24725692109434103470,5,1,3,0.0,0.209
100,19250901290929454929,983,3,50,99.1,1.362
100,26143674169852363894,73,2,21,0.0,0.236
100,43090543416947872169,2153,4,68,98.9,1.368
100,10907270923292381278,43,2,14,0.0,0.300
100,51036109818521072709,47,2,15,0.0,0.259
100,84367430709292503272,701,3,61,98.8,1.902
100,93058921010361670389,1021,4,61,99.0,1.385
100,86369274561472521656,1091,4,73,98.7,1.541
100,59470527436307052945,31,2,11,0.0,0.237
100,24543654561834327810,211,3,73,98.7,1.507
100,39292161876183058727,373,3,57,96.3,3.091
100,44963212503470303612,241,3,51,98.1,2.651
100,19092387292969412981,1801,4,54,99.2,5.316
100,56189490941074727252,409,3,54,98.6,6.534
100,47216703034727478983,61,2,18,0.0,0.374
100,72169018761856981678,1433,4,39,99.1,3.803
100,61830141478543234167,1759,4,54,99.2,1.553
100,36387630987476569856,179,3,43,98.6,2.327
100,49856307698347272147,701,3,67,98.8,1.640
100,74185496989836181030,61,2,18,0.0,0.351
100,69070765690741694349,853,3,63,97.6,1.703
100,42503298729856965276,191,3,23,98.7,1.327
100,63614547216581076541,461,3,61,99.0,5.565
100,74169498561252121272,1187,4,46,99.3,1.565
100,71850147014909852141,521,3,63,99.0,2.265
100,62741614161236545650,587,3,64,98.6,1.484
100,63252967230145636303,521,3,70,98.8,1.716
100,32169458581478583652,251,3,23,99.0,0.962
100,63214121018769836769,1087,4,57,99.1,1.214
100,14763012129690549896,1171,4,94,98.2,1.565
100,75032927616303234123,71,2,20,0.0,0.192
100,54925672921658563076,419,3,77,98.0,1.430
100,89252945812949292325,647,3,74,98.6,1.572
100,12763816145852585072,131,3,22,99.0,0.998
100,11478943458727052983,1069,4,55,99.2,1.261
100,60507810521810189498,47,2,15,0.0,0.248
100,55692163416147850387,479,3,110,97.7,1.722
100,96787892967012785856,1223,4,92,97.7,1.655
100,69494709676183236549,103,3,22,98.8,1.010
100,14561452567032945072,107,3,23,98.1,1.039
100,37694307058901212769,2609,4,68,98.9,2.087
100,62985012729616329278,83,2,22,97.9,1.353
100,81636749454921014561,823,3,66,98.9,1.482
100,36107230925292983852,1423,4,68,98.9,1.432
100,31094909272701290923,251,3,68,98.0,1.409
100,60141270943252125258,179,3,22,98.9,1.164
100,25092905476967472705,139,3,23,99.0,0.993
100,52727894965232547632,647,3,72,98.1,3.113
100,67050149210329096907,809,3,89,98.1,2.076
100,58525830307496327238,311,3,55,99.2,1.851
100,59014169290747452781,151,3,23,99.0,1.643
100,94723674501898361478,3373,4,48,99.3,1.802
100,69612989278549814581,1237,4,57,98.8,1.384
100,58507276381874101898,2753,4,99,98.1,1.790
100,73276523818327276149,173,3,63,97.7,1.512
100,64523212325656569098,1447,4,62,99.0,1.634
100,65614561636327892301,107,3,22,98.1,1.165
100,22749012723630765432,541,3,73,98.7,1.638
100,59272923856729410389,1579,4,54,99.2,1.373
100,42121470361610125818,71,2,20,0.0,0.292
100,41052589812383836701,887,3,55,99.2,1.415
100,90929630905298507874,43,2,14,0.0,0.241
100,15698943678727276121,17,2,7,0.0,0.204
100,20963032365474563854,1453,4,63,99.0,1.686
100,23894305238303278141,271,3,63,98.4,1.473
100,46167098903858303872,389,3,67,98.9,1.654
100,33814163872349252589,43,2,14,0.0,0.256
100,56963294547258549278,1741,4,60,99.0,1.321
100,81618725270787854143,131,3,77,97.5,1.963
100,92165654963254729836,887,3,50,99.3,1.468
100,33452303890765050125,659,3,62,98.9,1.865
100,68323458989090141492,2099,4,58,99.1,1.234
100,47852525414743498503,11,2,5,0.0,0.179
100,76367814189216183496,1567,4,58,99.1,1.689
100,69456529258387838547,2711,4,63,99.0,1.274
100,88749492741250965014,563,3,76,98.6,1.596
100,13698989870341298141,307,3,64,98.8,1.616
100,78587672383274385852,181,3,73,97.4,2.169
100,23458923090703038321,3617,4,55,99.2,1.521
100,64585036143412763034,79,2,22,98.0,1.248
100,27218105878989890923,223,3,68,97.0,1.690
100,20365016561898121270,1697,4,58,98.8,1.385
100,15270589452543438189,443,3,77,98.5,1.570
100,90505414727614507218,61,2,18,0.0,0.301
100,87018547612761454163,971,3,83,98.2,1.536
100,98529270363096529016,59,2,17,0.0,0.240
100,69490185438189810969,547,3,48,99.3,1.304
100,28163830741650321896,787,3,57,99.1,1.314
100,35090389892325898343,1423,4,59,98.2,2.896
100,20709494967470949236,127,3,23,99.2,1.592
100,19296123036781450181,719,3,41,99.2,10.290
100,70503078985470161670,2539,4,50,99.3,6.252
100,93650145250543830163,229,3,41,98.3,3.500
100,36363458725856143436,509,3,74,98.7,3.958
100,25296163234187012929,1399,4,47,99.1,6.929
100,88509498101632103232,71,2,20,0.0,0.258
100,59254943654521054945,439,3,43,99.0,1.376
100,28367438329490905294,179,3,65,98.9,1.729
100,95432901674163694187,37,2,12,0.0,0.225
100,76141690107812949098,1987,4,64,99.0,1.379
